80000|0.063|0.250|1.000|0.030|0.290|0.320|0.007|Music Wire|None|9.20|
80000S|0.063|0.250|0.850|0.030|0.220|0.220|0.007|Stainless|None|9.55|
80005|0.063|0.250|2.000|0.040|0.210|0.460|0.008|Music Wire|None|9.20|
80005S|0.063|0.250|1.700|0.030|0.160|0.300|0.008|Stainless|None|9.55|
80012S|0.063|0.250|3.100|0.050|0.120|0.420|0.009|Stainless|None|9.55|
80001|0.063|0.310|0.700|0.030|0.420|0.320|0.007|Music Wire|None|9.20|
80001S|0.063|0.310|0.590|0.030|0.320|0.220|0.007|Stainless|None|UNAVAILABLE|
80006|0.063|0.310|1.400|0.040|0.300|0.460|0.008|Music Wire|None|9.20|
80006S|0.063|0.310|1.200|0.030|0.220|0.300|0.008|Stainless|None|9.55|
80013S|0.063|0.310|2.300|0.050|0.160|0.420|0.009|Stainless|None|9.55|
80002|0.063|0.380|0.520|0.030|0.570|0.320|0.007|Music Wire|None|9.20|
80002S|0.063|0.380|0.440|0.030|0.440|0.220|0.007|Stainless|None|9.55|
80007|0.063|0.380|1.100|0.040|0.380|0.460|0.008|Music Wire|None|9.20|
80007S|0.063|0.380|0.940|0.030|0.280|0.300|0.008|Stainless|None|9.55|
80014S|0.063|0.380|1.800|0.050|0.210|0.420|0.009|Stainless|None|9.55|
80003|0.063|0.440|0.420|0.030|0.700|0.320|0.007|Music Wire|None|9.20|
80003S|0.063|0.440|0.350|0.030|0.540|0.220|0.007|Stainless|None|9.55|
80008|0.063|0.440|0.890|0.040|0.480|0.460|0.008|Music Wire|None|9.20|
80008S|0.063|0.440|0.760|0.030|0.350|0.300|0.008|Stainless|None|9.55|
80015S|0.063|0.440|1.400|0.050|0.260|0.420|0.009|Stainless|None|UNAVAILABLE|
80004|0.063|0.500|0.380|0.030|0.770|0.320|0.007|Music Wire|None|9.20|
80004S|0.063|0.500|0.320|0.030|0.590|0.220|0.007|Stainless|None|9.55|
80009|0.063|0.500|0.720|0.040|0.590|0.460|0.008|Music Wire|None|9.20|
80009S|0.063|0.500|0.610|0.030|0.440|0.300|0.008|Stainless|None|9.55|
80016S|0.063|0.500|1.200|0.050|0.310|0.420|0.009|Stainless|None|9.55|
ZZ3-2|0.063|0.630|0.510|0.050|0.520|0.320|0.008|Stainless|None|UNAVAILABLE|
80010|0.063|0.630|0.590|0.040|0.720|0.460|0.008|Music Wire|None|9.20|
80010S|0.063|0.630|0.500|0.030|0.540|0.300|0.008|Stainless|None|9.55|
80017S|0.063|0.630|0.940|0.050|0.400|0.420|0.009|Stainless|None|9.55|
ZZ3-18|0.063|0.660|0.460|0.050|0.580|0.320|0.008|Stainless|None|1.79|
80011|0.063|0.750|0.480|0.040|0.880|0.460|0.008|Music Wire|None|9.20|
80011S|0.063|0.750|0.410|0.030|0.650|0.300|0.008|Stainless|None|9.55|
ZZ2-24|0.063|0.750|0.780|0.090|0.480|0.460|0.009|Stainless|None|1.79|
80018S|0.063|0.750|0.750|0.050|0.490|0.420|0.009|Stainless|None|9.55|
B-413|0.063|1.000|0.340|0.060|1.200|0.480|0.008|Music Wire|Zinc|1.72|
B3-8|0.094|0.340|0.150|0.010|1.300|0.210|0.007|Music Wire|None|1.54|
80026S|0.094|0.380|1.000|0.040|0.350|0.400|0.010|Stainless|None|9.55|
80027S|0.094|0.440|0.780|0.040|0.450|0.400|0.010|Stainless|None|9.55|
80028S|0.094|0.500|0.660|0.040|0.530|0.400|0.010|Stainless|None|9.55|
80029S|0.094|0.630|0.490|0.040|0.720|0.400|0.010|Stainless|None|9.55|
80030S|0.094|0.750|0.360|0.040|0.990|0.400|0.010|Stainless|None|9.55|
80031S|0.094|0.880|0.280|0.040|1.300|0.400|0.010|Stainless|None|9.55|
80032S|0.094|1.000|0.260|0.040|1.400|0.400|0.010|Stainless|None|9.55|
O-161|0.109|0.220|1.200|0.030|0.310|0.390|0.009|Music Wire|None|1.38|
N-308|0.109|0.250|0.230|0.010|0.760|0.190|0.007|Music Wire|None|1.38|
O-65|0.109|0.380|0.200|0.020|1.300|0.270|0.008|Music Wire|None|1.47|
ZZ2-40|0.109|0.440|0.220|0.020|1.200|0.270|0.008|Music Wire|None|1.38|
N-175|0.109|0.500|0.080|0.010|2.300|0.190|0.007|Music Wire|None|1.38|
BB-1|0.125|0.380|0.130|0.010|1.800|0.240|0.008|Music Wire|None|1.54|
5430|0.125|0.500|0.630|0.040|0.580|0.400|0.011|Stainless|None|2.89|
5337|0.125|0.560|0.290|0.030|1.500|0.460|0.010|Music Wire|None|2.86|
5396|0.125|0.630|0.260|0.030|1.700|0.460|0.010|Music Wire|None|1.09|
587|0.125|0.720|0.200|0.030|2.200|0.460|0.010|Music Wire|Zinc|1.17|
M-13|0.125|0.750|0.180|0.030|2.400|0.460|0.010|Music Wire|None|1.17|
199-A|0.125|1.500|0.070|0.030|6.000|0.460|0.010|Music Wire|Zinc|1.47|
ZZ1-63|0.125|1.530|0.080|0.030|5.500|0.460|0.010|Music Wire|Zinc|1.47|
ZZ2-4|0.140|0.410|0.380|0.020|1.000|0.410|0.010|Music Wire|None|1.35|
588|0.156|0.380|0.280|0.020|1.300|0.370|0.010|Music Wire|Zinc|1.38|
O-26|0.156|0.500|0.160|0.020|2.200|0.370|0.010|Music Wire|Gold Irridite®|1.38|
426|0.156|0.530|0.160|0.020|2.300|0.370|0.010|Music Wire|Zinc|1.38|
5415|0.156|0.560|0.190|0.020|1.900|0.370|0.010|Music Wire|Gold Irridite®|1.38|
5568|0.156|0.590|0.080|0.010|3.100|0.270|0.009|Music Wire|Zinc|1.47|
ZZ1-70|0.156|1.130|0.030|0.010|7.800|0.270|0.009|Music Wire|None|1.38|
ZZ3-36|0.156|1.160|0.050|0.020|4.700|0.240|0.010|Stainless|None|3.15|
B3-7|0.188|0.500|0.310|0.040|1.300|0.440|0.013|Stainless|None|3.30|
A10-52|0.188|0.630|0.120|0.020|3.300|0.410|0.011|Music Wire|None|1.56|
S-529|0.250|1.380|0.070|0.030|6.600|0.480|0.015|Stainless|None|3.74|
S-534|0.250|1.750|0.050|0.030|9.100|0.480|0.015|Stainless|None|3.34|
S-540|0.250|2.130|0.040|0.030|11.000|0.480|0.015|Stainless|None|4.20|
B6-12|0.281|0.910|0.050|0.020|9.100|0.450|0.013|Music Wire|None|3.81|
303|0.343|2.750|0.320|0.200|0.000|0.220|0.031|Spring Steel|None|4.66|
80012|0.063|0.250|3.700|0.060|0.160|0.650|0.009|Music Wire|None|9.20|
80013|0.063|0.310|2.700|0.060|0.220|0.650|0.009|Music Wire|None|9.20|
80014|0.063|0.380|2.100|0.060|0.280|0.650|0.009|Music Wire|None|9.20|
80015|0.063|0.440|1.700|0.060|0.350|0.650|0.009|Music Wire|None|9.20|
80016|0.063|0.500|1.400|0.060|0.420|0.650|0.009|Music Wire|None|9.20|
80017|0.063|0.630|1.100|0.060|0.530|0.650|0.009|Music Wire|None|9.20|
80018|0.063|0.750|0.880|0.060|0.670|0.650|0.009|Music Wire|None|9.20|
5418|0.078|0.440|1.000|0.050|0.470|0.540|0.009|Music Wire|None|1.72|
80026|0.094|0.380|1.200|0.050|0.470|0.610|0.010|Music Wire|None|9.20|
80033S|0.094|0.380|1.700|0.060|0.280|0.520|0.011|Stainless|None|9.55|
80040S|0.094|0.380|2.700|0.090|0.220|0.690|0.012|Stainless|None|9.55|
80027|0.094|0.440|0.920|0.050|0.610|0.610|0.010|Music Wire|None|9.20|
80034S|0.094|0.440|1.300|0.060|0.360|0.520|0.011|Stainless|None|9.55|
80041S|0.094|0.440|2.000|0.090|0.300|0.690|0.012|Stainless|None|9.55|
80028|0.094|0.500|0.780|0.050|0.720|0.610|0.010|Music Wire|None|9.20|
80035S|0.094|0.500|1.000|0.060|0.450|0.520|0.011|Stainless|None|9.55|
80042S|0.094|0.500|1.700|0.090|0.350|0.690|0.012|Stainless|None|9.55|
80029|0.094|0.630|0.580|0.050|0.970|0.610|0.010|Music Wire|None|9.20|
80036S|0.094|0.630|0.780|0.060|0.600|0.520|0.011|Stainless|None|9.55|
80043S|0.094|0.630|1.300|0.090|0.470|0.690|0.012|Stainless|None|9.55|
80030|0.094|0.750|0.420|0.050|1.300|0.610|0.010|Music Wire|None|9.20|
80037S|0.094|0.750|0.610|0.060|0.770|0.520|0.011|Stainless|None|9.55|
80044S|0.094|0.750|1.000|0.090|0.590|0.690|0.012|Stainless|None|9.55|
80031|0.094|0.880|0.330|0.050|1.700|0.610|0.010|Music Wire|None|9.20|
80038S|0.094|0.880|0.510|0.060|0.920|0.520|0.011|Stainless|None|9.55|
80045S|0.094|0.880|0.830|0.090|0.720|0.690|0.012|Stainless|None|9.55|
203-A|0.094|1.000|0.290|0.060|2.000|0.620|0.010|Music Wire|Zinc|1.47|
80039S|0.094|1.000|0.430|0.060|1.100|0.520|0.011|Stainless|None|9.55|
80046S|0.094|1.000|0.690|0.090|0.870|0.690|0.012|Stainless|None|9.55|
462|0.109|0.380|1.100|0.060|0.590|0.710|0.011|Music Wire|Zinc|1.47|
5376|0.109|0.470|0.620|0.040|0.790|0.530|0.010|Music Wire|Zinc|1.42|
ZZ2-19|0.109|0.750|0.430|0.060|1.500|0.710|0.011|Music Wire|None|1.38|
460|0.125|0.340|1.100|0.040|0.500|0.620|0.011|Music Wire|Zinc|1.47|
ZZ1-47|0.125|0.380|0.690|0.040|0.830|0.620|0.011|Music Wire|None|1.58|
N-90|0.125|0.440|0.950|0.040|0.610|0.620|0.011|Music Wire|None|1.13|
ZZ1-20|0.125|0.440|1.500|0.080|0.390|0.670|0.013|Stainless|None|3.02|
S-500|0.125|0.500|1.200|0.080|0.470|0.670|0.013|Stainless|None|3.05|
463|0.125|0.560|0.470|0.040|1.200|0.620|0.011|Music Wire|Zinc|1.47|
ZZ1-25|0.125|0.780|0.580|0.080|1.000|0.670|0.013|Stainless|None|3.02|
S-505|0.125|1.000|0.370|0.080|1.600|0.670|0.013|Stainless|None|3.15|
S-510|0.125|1.500|0.260|0.080|2.200|0.670|0.013|Stainless|None|3.09|
S-513|0.125|2.000|0.190|0.080|3.100|0.670|0.013|Stainless|None|3.40|
5578|0.140|0.470|0.790|0.050|0.840|0.710|0.012|Music Wire|Zinc|1.35|
495|0.140|1.060|0.120|0.030|4.200|0.550|0.011|Music Wire|Zinc|1.48|
5368|0.140|1.630|0.120|0.050|5.500|0.710|0.012|Music Wire|None|1.47|
586|0.156|0.440|0.830|0.040|0.720|0.640|0.012|Music Wire|Zinc|1.47|
ZZ3-5|0.156|0.500|0.430|0.040|1.400|0.640|0.012|Music Wire|None|1.42|
A-59|0.156|0.590|0.330|0.040|1.800|0.640|0.012|Music Wire|Zinc|1.38|
5117|0.156|0.810|0.210|0.040|2.800|0.640|0.012|Music Wire|None|1.38|
ZZ1-15|0.156|1.090|0.380|0.070|1.600|0.670|0.014|Stainless|None|3.11|
O-10|0.172|0.440|1.400|0.080|0.460|0.710|0.015|Stainless|None|3.05|
5151|0.172|0.500|0.490|0.030|1.100|0.580|0.012|Music Wire|Zinc|1.38|
ZZ4-23|0.172|0.500|0.290|0.030|1.900|0.580|0.012|Music Wire|None|1.38|
O-29|0.172|0.530|0.610|0.060|0.900|0.600|0.014|Stainless|None|1.48|
80127S|0.180|0.630|0.510|0.060|1.000|0.580|0.014|Stainless|None|7.89|
80128S|0.180|0.750|0.340|0.060|1.500|0.580|0.014|Stainless|None|7.89|
80129S|0.180|1.000|0.260|0.060|2.000|0.580|0.014|Stainless|None|7.89|
80130S|0.180|1.250|0.170|0.060|3.100|0.580|0.014|Stainless|None|7.89|
80131S|0.180|1.500|0.090|0.060|6.100|0.580|0.014|Stainless|None|7.89|
ZZ3-11|0.188|0.500|0.830|0.050|0.600|0.550|0.014|Stainless|None|3.30|
S-515|0.188|0.500|0.740|0.060|0.780|0.640|0.015|Stainless|None|3.30|
5398|0.188|0.630|0.200|0.030|2.600|0.530|0.012|Music Wire|None|1.38|
N-113|0.188|0.660|0.250|0.040|2.600|0.670|0.013|Music Wire|Zinc|1.38|
469|0.188|0.750|0.200|0.040|3.200|0.670|0.013|Music Wire|Zinc|1.38|
S-516|0.188|0.750|0.360|0.060|1.600|0.640|0.015|Stainless|None|3.17|
S-519|0.188|1.130|0.210|0.060|2.700|0.640|0.015|Stainless|None|3.35|
5262|0.203|0.530|0.310|0.020|1.500|0.490|0.012|Music Wire|Zinc|1.38|
M-85|0.203|1.250|0.100|0.030|6.000|0.630|0.013|Music Wire|None|1.47|
5583|0.219|0.940|0.180|0.040|3.800|0.730|0.014|Music Wire|Zinc|1.47|
5305|0.234|1.030|0.120|0.030|5.300|0.680|0.014|Music Wire|None|1.59|
A11-4|0.250|0.660|0.390|0.040|1.700|0.710|0.015|Music Wire|None|4.82|
171-A|0.250|1.500|0.070|0.040|9.400|0.710|0.015|Music Wire|Zinc|1.47|
S-531|0.250|1.500|0.130|0.060|5.100|0.700|0.017|Stainless|None|3.35|
559|0.250|1.780|0.040|0.030|15.000|0.640|0.014|Music Wire|Zinc|1.20|
171-B|0.250|1.880|0.050|0.040|13.000|0.710|0.015|Music Wire|Zinc|1.59|
S-537|0.250|1.880|0.090|0.060|7.000|0.700|0.017|Stainless|None|3.79|
S-542|0.250|2.130|0.080|0.060|8.300|0.700|0.017|Stainless|None|4.20|
171-C|0.250|2.500|0.040|0.040|17.000|0.710|0.015|Music Wire|Zinc|2.48|
B17-129|0.281|2.500|0.030|0.030|22.000|0.630|0.015|Music Wire|Zinc|1.69|
184-A|0.312|1.500|0.050|0.030|13.000|0.690|0.016|Music Wire|Zinc|1.47|
184-B|0.312|1.880|0.040|0.030|17.000|0.690|0.016|Music Wire|Zinc|1.58|
184-C|0.312|2.500|0.030|0.030|24.000|0.690|0.016|Music Wire|Zinc|1.72|
5766|0.156|0.750|0.260|0.040|2.300|0.640|0.012|Music Wire|Zinc|1.32|
80019S|0.063|0.250|9.400|0.090|0.070|0.740|0.011|Stainless|None|9.55|
80020S|0.063|0.310|6.700|0.090|0.100|0.740|0.011|Stainless|None|9.55|
80021S|0.063|0.380|5.000|0.090|0.130|0.740|0.011|Stainless|None|9.55|
80022S|0.063|0.440|4.100|0.090|0.160|0.740|0.011|Stainless|None|9.55|
80023S|0.063|0.500|3.500|0.090|0.190|0.740|0.011|Stainless|None|9.55|
80024S|0.063|0.630|2.700|0.090|0.240|0.740|0.011|Stainless|None|9.55|
80025S|0.063|0.750|2.100|0.090|0.310|0.740|0.011|Stainless|None|9.55|
80033|0.094|0.380|2.000|0.070|0.380|0.810|0.011|Music Wire|None|9.20|
80047S|0.094|0.380|4.000|0.100|0.190|0.860|0.013|Stainless|None|9.55|
80034|0.094|0.440|1.500|0.070|0.490|0.810|0.011|Music Wire|None|9.20|
80048S|0.094|0.440|3.100|0.100|0.250|0.860|0.013|Stainless|None|9.55|
80035|0.094|0.500|1.200|0.070|0.600|0.810|0.011|Music Wire|None|9.20|
80049S|0.094|0.500|2.600|0.100|0.290|0.860|0.013|Stainless|None|9.55|
80036|0.094|0.630|0.920|0.070|0.810|0.810|0.011|Music Wire|None|9.20|
80050S|0.094|0.630|1.900|0.100|0.400|0.860|0.013|Stainless|None|9.55|
80037|0.094|0.750|0.720|0.070|1.000|0.810|0.011|Music Wire|None|9.20|
80051S|0.094|0.750|1.500|0.100|0.510|0.860|0.013|Stainless|None|9.55|
80038|0.094|0.880|0.600|0.070|1.200|0.810|0.011|Music Wire|None|9.20|
80052S|0.094|0.880|1.200|0.100|0.620|0.860|0.013|Stainless|None|9.55|
80039|0.094|1.000|0.510|0.070|1.500|0.810|0.011|Music Wire|None|9.20|
80053S|0.094|1.000|1.000|0.100|0.720|0.860|0.013|Stainless|None|9.55|
80068S|0.120|0.500|1.700|0.100|0.440|0.860|0.014|Stainless|None|7.89|
80069S|0.120|0.630|1.300|0.090|0.590|0.850|0.014|Stainless|None|7.89|
80070S|0.120|0.750|0.970|0.090|0.780|0.850|0.014|Stainless|None|7.89|
80071S|0.120|0.810|0.820|0.100|0.910|0.860|0.014|Stainless|None|7.01|
80072S|0.120|0.880|0.800|0.090|0.940|0.850|0.014|Stainless|None|7.89|
80073S|0.120|1.000|0.660|0.090|1.100|0.850|0.014|Stainless|None|7.89|
80074S|0.120|1.130|0.570|0.090|1.300|0.850|0.014|Stainless|None|7.89|
80075S|0.120|1.250|0.500|0.090|1.500|0.850|0.014|Stainless|None|7.89|
80076S|0.120|1.380|0.470|0.090|1.600|0.850|0.014|Stainless|None|7.89|
80077S|0.120|1.500|0.410|0.090|1.900|0.850|0.014|Stainless|None|7.89|
M-60|0.125|0.340|1.200|0.060|0.600|0.800|0.012|Music Wire|None|1.38|
O-25|0.125|0.380|1.500|0.060|0.500|0.800|0.012|Music Wire|Zinc|1.47|
B-77|0.125|0.410|1.100|0.060|0.640|0.800|0.012|Music Wire|None|1.47|
199-B|0.125|1.500|0.190|0.060|3.800|0.800|0.012|Music Wire|Zinc|1.59|
5400|0.125|1.560|0.200|0.060|3.600|0.800|0.012|Music Wire|None|1.48|
B3-15|0.125|1.630|0.160|0.060|4.600|0.800|0.012|Music Wire|None|1.49|
O-22|0.125|2.250|0.120|0.060|6.300|0.800|0.012|Music Wire|Zinc|UNAVAILABLE|
ZZ2-12|0.156|0.380|1.200|0.050|0.650|0.820|0.013|Music Wire|Zinc|1.42|
419|0.156|0.590|0.550|0.060|1.400|0.820|0.013|Music Wire|Zinc|1.38|
5155|0.156|1.060|0.230|0.050|3.300|0.820|0.013|Music Wire|Zinc|1.47|
5375|0.156|1.380|0.180|0.050|4.200|0.820|0.013|Music Wire|None|1.38|
ZZ2-9|0.172|0.440|1.800|0.100|0.410|0.850|0.016|Stainless|None|3.05|
ZZ1-16|0.172|1.310|0.360|0.100|2.100|0.850|0.016|Stainless|None|3.02|
A-46|0.188|0.530|0.780|0.050|1.000|0.840|0.014|Music Wire|None|1.38|
ZZ1-45|0.188|0.630|0.680|0.050|1.200|0.840|0.014|Music Wire|None|1.38|
ZZ3-13|0.188|0.750|0.610|0.080|1.200|0.780|0.016|Stainless|None|3.17|
ZZ2-45|0.188|0.940|0.210|0.050|3.800|0.840|0.014|Music Wire|Zinc|1.38|
453|0.188|1.190|0.180|0.050|4.500|0.840|0.014|Music Wire|Zinc|1.47|
5395|0.219|0.690|0.410|0.050|1.800|0.810|0.015|Music Wire|None|1.38|
174-A|0.281|1.500|0.070|0.040|10.000|0.770|0.016|Music Wire|Zinc|1.47|
174-B|0.281|1.880|0.060|0.040|13.000|0.770|0.016|Music Wire|Zinc|1.59|
174-C|0.281|2.500|0.040|0.040|19.000|0.770|0.016|Music Wire|Zinc|1.72|
ZZ1-10|0.078|1.940|0.600|0.200|1.200|0.880|0.012|Stainless|None|1.76|
454|0.109|0.410|2.400|0.100|0.370|0.990|0.014|Phosphor Bronze|None|1.29|
5183|0.109|1.250|0.370|0.090|2.200|0.920|0.012|Music Wire|None|1.47|
5392|0.125|0.470|3.200|0.200|0.260|0.990|0.015|Stainless|None|3.05|
S-503|0.125|0.750|1.400|0.200|0.590|0.990|0.015|Stainless|None|3.05|
S-508|0.125|1.250|0.670|0.200|1.300|0.990|0.015|Stainless|None|3.23|
S-512|0.125|1.750|0.500|0.200|1.700|0.990|0.015|Stainless|None|3.40|
ZZ2-20|0.140|0.380|1.700|0.070|0.490|0.900|0.013|Music Wire|Zinc|1.35|
B3-23|0.140|0.410|1.000|0.070|0.820|0.900|0.013|Music Wire|None|1.31|
O-30|0.140|0.440|1.000|0.070|0.810|0.900|0.013|Music Wire|None|1.35|
N-103|0.172|0.560|0.720|0.060|1.200|0.920|0.014|Music Wire|None|1.38|
485|0.172|0.810|0.390|0.060|2.200|0.920|0.014|Music Wire|Zinc|1.38|
ZZ2-58|0.172|0.970|0.290|0.060|3.000|0.920|0.014|Music Wire|None|1.38|
80127|0.180|0.630|0.600|0.070|1.400|0.900|0.014|Music Wire|None|7.02|
80128|0.180|0.750|0.400|0.070|2.100|0.900|0.014|Music Wire|None|7.02|
80129|0.180|1.000|0.300|0.070|2.800|0.900|0.014|Music Wire|None|7.02|
80130|0.180|1.250|0.200|0.070|4.100|0.900|0.014|Music Wire|None|7.02|
80131|0.180|1.500|0.100|0.070|8.300|0.900|0.014|Music Wire|None|7.02|
O-159|0.188|0.380|1.400|0.070|0.620|0.940|0.015|Music Wire|None|1.35|
5700|0.188|0.530|0.890|0.070|0.980|0.950|0.015|Music Wire|Zinc|1.42|
ZZ1-41|0.188|0.630|1.300|0.100|0.640|0.950|0.017|Stainless|None|3.33|
M-17|0.188|0.660|0.530|0.070|1.700|0.940|0.015|Music Wire|None|1.38|
O-111|0.188|0.690|0.560|0.070|1.600|0.940|0.015|Music Wire|Black Oxide|1.38|
B3-6|0.188|0.720|0.420|0.070|2.100|0.940|0.015|Music Wire|None|1.46|
S-517|0.188|0.880|0.610|0.100|1.400|0.950|0.017|Stainless|None|3.24|
470|0.188|0.940|0.320|0.070|2.700|0.940|0.015|Music Wire|Zinc|1.38|
S-520|0.188|1.250|0.360|0.100|2.300|0.950|0.017|Stainless|None|3.40|
165-A|0.188|1.500|0.170|0.070|5.100|0.940|0.015|Music Wire|Zinc|1.47|
S-525|0.188|1.750|0.250|0.100|3.400|0.950|0.017|Stainless|None|3.35|
165-B|0.188|1.880|0.130|0.070|6.700|0.940|0.015|Music Wire|Zinc|1.59|
165-C|0.188|2.500|0.090|0.070|9.300|0.940|0.015|Music Wire|Zinc|1.72|
M-50|0.203|1.190|0.200|0.060|4.100|0.870|0.015|Music Wire|None|1.47|
467|0.219|0.440|1.500|0.060|0.620|0.980|0.016|Music Wire|Zinc|1.38|
168-A|0.219|1.500|0.150|0.060|6.100|0.980|0.016|Music Wire|Zinc|1.47|
168-B|0.219|1.880|0.110|0.060|8.000|0.980|0.016|Music Wire|Zinc|1.59|
168-C|0.219|2.500|0.080|0.060|11.000|0.980|0.016|Music Wire|Zinc|1.72|
80236S|0.240|0.630|1.200|0.090|0.640|0.880|0.018|Stainless|None|7.89|
80237S|0.240|0.750|0.700|0.090|1.100|0.880|0.018|Stainless|None|7.89|
80238S|0.240|0.880|0.480|0.090|1.600|0.880|0.018|Stainless|None|7.89|
80239S|0.240|1.000|0.390|0.090|2.000|0.880|0.018|Stainless|None|7.89|
80240S|0.240|1.130|0.280|0.090|2.800|0.870|0.018|Stainless|None|7.89|
80241S|0.240|1.250|0.250|0.090|3.200|0.880|0.018|Stainless|None|7.89|
80242S|0.240|1.380|0.200|0.090|3.900|0.870|0.018|Stainless|None|7.89|
80243S|0.240|1.500|0.180|0.090|4.400|0.880|0.018|Stainless|None|7.89|
80244S|0.240|1.750|0.140|0.090|5.400|0.870|0.018|Stainless|None|7.89|
80245S|0.240|2.000|0.150|0.090|5.300|0.880|0.018|Stainless|None|7.89|
80246S|0.240|2.250|0.110|0.090|7.100|0.870|0.018|Stainless|None|7.89|
80247S|0.240|2.500|0.090|0.090|8.800|0.880|0.018|Stainless|None|7.89|
80248S|0.240|2.750|0.090|0.090|9.200|0.880|0.018|Stainless|None|7.89|
256-A|0.250|1.500|0.120|0.050|7.100|0.870|0.016|Music Wire|Zinc|1.84|
256-B|0.250|1.880|0.080|0.050|11.000|0.870|0.016|Music Wire|Zinc|1.84|
ZZ1-59|0.250|2.380|54.000|0.050|0.020|0.870|0.016|Music Wire|Zinc|1.58|
256-C|0.250|2.500|0.060|0.050|15.000|0.870|0.016|Music Wire|Zinc|1.86|
S-549|0.312|1.250|0.190|0.070|4.500|0.920|0.020|Stainless|None|3.74|
S-553|0.312|1.750|0.110|0.070|7.400|0.920|0.020|Stainless|None|4.48|
S-556|0.312|2.130|0.090|0.070|9.400|0.920|0.020|Stainless|None|4.48|
80019|0.063|0.250|11.000|0.100|0.090|1.100|0.011|Music Wire|None|9.20|
80020|0.063|0.310|7.900|0.100|0.130|1.100|0.011|Music Wire|None|9.20|
80021|0.063|0.380|5.900|0.100|0.180|1.100|0.011|Music Wire|None|9.20|
80022|0.063|0.440|4.800|0.100|0.220|1.100|0.011|Music Wire|None|9.20|
80023|0.063|0.500|4.100|0.100|0.260|1.100|0.011|Music Wire|None|9.20|
80024|0.063|0.630|3.200|0.100|0.330|1.100|0.011|Music Wire|None|9.20|
80025|0.063|0.750|2.500|0.100|0.420|1.100|0.011|Music Wire|None|9.20|
80040|0.094|0.380|3.200|0.100|0.300|1.100|0.012|Music Wire|None|9.20|
ZZ4-36|0.094|0.380|5.900|0.200|0.160|1.200|0.014|Stainless|None|1.50|
5453|0.094|0.440|2.500|0.100|0.390|1.100|0.012|Music Wire|Zinc|1.35|
80055S|0.094|0.440|4.700|0.100|0.200|1.100|0.014|Stainless|None|9.55|
80042|0.094|0.500|2.000|0.100|0.480|1.100|0.012|Music Wire|None|9.20|
80056S|0.094|0.500|3.900|0.100|0.240|1.100|0.014|Stainless|None|9.55|
80043|0.094|0.630|1.500|0.100|0.640|1.100|0.012|Music Wire|None|9.20|
80057S|0.094|0.630|2.900|0.100|0.320|1.100|0.014|Stainless|None|9.55|
80044|0.094|0.750|1.200|0.100|0.800|1.100|0.012|Music Wire|None|9.20|
80058S|0.094|0.750|2.300|0.100|0.400|1.100|0.014|Stainless|None|9.55|
80045|0.094|0.880|0.980|0.100|0.980|1.100|0.012|Music Wire|None|9.20|
80059S|0.094|0.880|1.900|0.100|0.500|1.100|0.014|Stainless|None|9.55|
203-B|0.094|1.000|0.750|0.100|1.300|1.100|0.012|Music Wire|Zinc|1.59|
80060S|0.094|1.000|1.600|0.100|0.570|1.100|0.014|Stainless|None|9.55|
80078S|0.120|0.380|6.700|0.200|0.160|1.200|0.016|Stainless|None|7.89|
80079S|0.120|0.500|3.700|0.200|0.280|1.200|0.016|Stainless|None|7.89|
80080S|0.120|0.630|2.600|0.200|0.400|1.200|0.016|Stainless|None|7.89|
80081S|0.120|0.750|2.000|0.200|0.540|1.200|0.016|Stainless|None|7.89|
80082S|0.120|0.880|1.600|0.200|0.660|1.200|0.016|Stainless|None|7.89|
80083S|0.120|1.000|1.400|0.200|0.770|1.200|0.016|Stainless|None|7.89|
80084S|0.120|1.130|1.100|0.200|0.920|1.200|0.016|Stainless|None|7.89|
80085S|0.120|1.250|1.100|0.200|0.990|1.200|0.016|Stainless|None|7.89|
80086S|0.120|1.380|0.890|0.200|1.200|1.200|0.016|Stainless|None|7.89|
80087S|0.120|1.500|0.810|0.200|1.300|1.200|0.016|Stainless|None|7.89|
80088S|0.120|1.750|0.710|0.200|1.500|1.200|0.016|Stainless|None|7.89|
80089S|0.120|2.000|0.580|0.200|1.800|1.200|0.016|Stainless|None|7.89|
A9-33|0.125|0.380|1.900|0.090|0.490|1.000|0.013|Music Wire|Zinc|1.48|
486|0.125|0.590|0.940|0.090|0.980|1.000|0.013|Music Wire|Zinc|1.47|
N-20|0.125|0.720|0.700|0.090|1.300|1.000|0.013|Music Wire|None|1.20|
5065|0.125|0.750|0.710|0.090|1.300|1.000|0.013|Music Wire|Zinc|1.21|
B3-12|0.125|0.750|0.620|0.090|1.500|1.000|0.013|Music Wire|None|1.21|
ZZ3-9|0.125|0.970|1.400|0.200|0.740|1.200|0.016|Stainless|None|3.08|
N-94|0.125|1.500|0.300|0.090|3.100|1.000|0.013|Music Wire|None|1.59|
M-65|0.125|1.750|0.660|0.200|1.500|1.200|0.016|Stainless|None|1.72|
5421|0.140|0.440|2.100|0.100|0.490|1.100|0.014|Music Wire|None|1.35|
ZZ3-7|0.140|0.630|1.800|0.200|0.520|1.100|0.016|Stainless|None|3.05|
5330|0.140|1.310|0.360|0.090|2.900|1.100|0.014|Music Wire|Zinc|1.47|
259-A|0.140|1.500|0.300|0.100|3.500|1.100|0.014|Music Wire|Zinc|1.47|
